,Country,Freedom to make life choices,GDP per Capita,GDP per capita,Generosity,Government Trust,Happiness Rank,Happiness Score,Life Expectancy,Social support,Year
91,Pakistan,0.14622000000000002,0.68816,,0.31185,0.1388,92,5.132000000000001,0.40306,0.26135,2016
92,Lebanon,0.26228,1.12268,,0.23693000000000003,0.030610000000000002,93,5.129,0.76171,0.64184,2016
93,Portugal,0.44727,1.27607,,0.11690999999999999,0.01521,94,5.122999999999999,0.7936300000000001,0.9436700000000001,2016
94,Macedonia,0.27668000000000004,1.0193,,0.23506999999999997,0.07047,95,5.121,0.6473800000000001,0.78236,2016
95,Vietnam,0.5595399999999999,0.74037,,0.25075,0.11556,96,5.061,0.66157,0.7911699999999999,2016
96,Somaliland Region,0.3913,0.25558000000000003,,0.51479,0.36794,97,5.0569999999999995,0.33108000000000004,0.75862,2016
97,Tunisia,0.23553000000000002,0.97724,,0.03936,0.0817,98,5.045,0.59577,0.43165,2016
98,Greece,0.05822000000000001,1.24886,,0.0,0.04127,99,5.033,0.80029,0.75473,2016
99,Tajikistan,0.43408,0.48835,,0.25998000000000004,0.13509000000000002,100,4.996,0.5311899999999999,0.75602,2016
100,Mongolia,0.35972,0.9885299999999999,,0.34539000000000003,0.03285,101,4.907,0.55469,1.0898299999999999,2016
101,Laos,0.52168,0.68042,,0.43078999999999995,0.22423,102,4.876,0.38291,0.5497,2016
102,Nigeria,0.27854,0.75216,,0.23219,0.0305,103,4.875,0.05108,0.64498,2016
103,Honduras,0.26755,0.69429,,0.2044,0.06906,104,4.871,0.5838300000000001,0.7559600000000001,2016
104,Iran,0.22544,1.11758,,0.38538,0.0557,105,4.813,0.64232,0.38856999999999997,2016
105,Zambia,0.42662,0.61202,,0.17865999999999999,0.11479,106,4.795,0.23573000000000002,0.6376,2016
106,Nepal,0.37012,0.44626000000000005,,0.3816,0.07007999999999999,107,4.793,0.50073,0.69699,2016
107,Palestinian Territories,0.17744000000000001,0.67024,,0.11154000000000001,0.10613,108,4.754,0.56844,0.71629,2016
108,Albania,0.31866,0.9553,,0.1684,0.05301,109,4.655,0.73007,0.50163,2016
109,Bangladesh,0.39778,0.54177,,0.19132000000000002,0.12583,110,4.643,0.52989,0.24749000000000002,2016
110,Sierra Leone,0.30685,0.36485,,0.23897,0.08196,111,4.635,0.0,0.628,2016
111,Iraq,0.24856,1.07474,,0.19589,0.13635999999999998,112,4.575,0.51076,0.59205,2016
112,Namibia,0.48613999999999996,0.9328700000000001,,0.07795,0.10397999999999999,113,4.574,0.34745,0.70362,2016
113,Cameroon,0.42736,0.5249699999999999,,0.2268,0.06126,114,4.513,0.12697999999999998,0.62542,2016
114,Ethiopia,0.36703,0.29283000000000003,,0.29522,0.1717,115,4.508,0.34578000000000003,0.37932,2016
115,South Africa,0.42483000000000004,1.02416,,0.13656,0.08415,116,4.459,0.18611,0.9605299999999999,2016
116,Sri Lanka,0.50817,0.9731799999999999,,0.46978000000000003,0.07964,117,4.415,0.62007,0.84783,2016
117,India,0.40285,0.74036,,0.25028,0.08722,118,4.404,0.45091000000000003,0.29247,2016
118,Myanmar,0.42691999999999997,0.34112,,0.81971,0.20243,119,4.395,0.3988,0.69981,2016
119,Egypt,0.18847,0.95395,,0.12705999999999998,0.10393,120,4.362,0.5211600000000001,0.49813,2016
120,Armenia,0.14037,0.8608600000000001,,0.07793,0.036160000000000005,121,4.36,0.64083,0.6247699999999999,2016
121,Kenya,0.40576,0.52267,,0.41328000000000004,0.06686,122,4.356,0.30146999999999996,0.7624,2016
122,Ukraine,0.12859,0.87287,,0.20363,0.01829,123,4.324,0.58628,1.01413,2016
123,Ghana,0.40973000000000004,0.63107,,0.21203000000000002,0.0326,124,4.276,0.29681,0.49353,2016
124,Congo (Kinshasa),0.15602,0.05661,,0.25458000000000003,0.06075,125,4.272,0.188,0.80676,2016
125,Georgia,0.32461,0.8379200000000001,,0.06786,0.3188,126,4.252,0.64035,0.19249000000000002,2016
126,Congo (Brazzaville),0.37938,0.7710899999999999,,0.12077,0.09752999999999999,127,4.236000000000001,0.28212,0.47798999999999997,2016
127,Senegal,0.31056,0.44314,,0.19103,0.11681,128,4.218999999999999,0.40457,0.7741600000000001,2016
128,Bulgaria,0.21219000000000002,1.11306,,0.12793,0.00615,129,4.217,0.67806,0.92542,2016
129,Mauritania,0.1268,0.6139100000000001,,0.22685999999999998,0.17955,130,4.2010000000000005,0.28639000000000003,0.8414200000000001,2016
130,Zimbabwe,0.25429,0.35041,,0.18503,0.08582000000000001,131,4.1930000000000005,0.1595,0.71478,2016
131,Malawi,0.4143,0.08709,,0.30968,0.07564,132,4.156000000000001,0.29364,0.147,2016
132,Sudan,0.0,0.63069,,0.18077000000000001,0.10039,133,4.138999999999999,0.29759,0.8192799999999999,2016
133,Gabon,0.28098,1.15851,,0.062439999999999996,0.09314,134,4.121,0.3494,0.72368,2016
134,Mali,0.27544,0.31292,,0.21064000000000002,0.13647,135,4.073,0.16347,0.8633299999999999,2016
135,Haiti,0.12072000000000001,0.34097,,0.47958,0.14476,136,4.0280000000000005,0.27494,0.29561,2016
136,Botswana,0.44088999999999995,1.09426,,0.12425,0.10769000000000001,137,3.9739999999999998,0.34752,0.89186,2016
137,Comoros,0.15412,0.27509,,0.1827,0.18437,138,3.9560000000000004,0.29980999999999997,0.60323,2016
138,Ivory Coast,0.40663,0.55507,,0.20338,0.1553,139,3.9160000000000004,0.04476,0.57576,2016
139,Cambodia,0.5885199999999999,0.55604,,0.40339,0.08092,140,3.907,0.42494,0.5375,2016
140,Angola,0.00589,0.84731,,0.12070999999999998,0.08434,141,3.866,0.04991,0.66366,2016
141,Niger,0.38040999999999997,0.1327,,0.2097,0.17176,142,3.8560000000000003,0.26161999999999996,0.6053,2016
142,South Sudan,0.19662000000000002,0.39394,,0.25899,0.13015,143,3.832,0.15780999999999998,0.18519000000000002,2016
143,Chad,0.12807000000000002,0.42213999999999996,,0.18667,0.04952,144,3.763,0.038239999999999996,0.63178,2016
144,Burkina Faso,0.3337,0.31995,,0.24353000000000002,0.12533,145,3.739,0.21297,0.63054,2016
145,Uganda,0.43653000000000003,0.34719,,0.27102,0.06442,145,3.739,0.19625,0.90981,2016
146,Yemen,0.2287,0.57939,,0.09821,0.05892000000000001,147,3.7239999999999998,0.31048000000000003,0.47493,2016
147,Madagascar,0.13684000000000002,0.27954,,0.2204,0.07506,148,3.695,0.37109000000000003,0.46115,2016
148,Tanzania,0.3176,0.47155,,0.31472,0.05099,149,3.6660000000000004,0.35700000000000004,0.77623,2016
149,Liberia,0.25748000000000004,0.10705999999999999,,0.24063,0.04852,150,3.622,0.23165,0.50353,2016
150,Guinea,0.30953,0.22415,,0.29914,0.1192,151,3.6069999999999998,0.18829,0.3109,2016
151,Rwanda,0.5432,0.32846,,0.23551999999999998,0.50521,152,3.515,0.31865,0.6158600000000001,2016
152,Benin,0.39747,0.39499,,0.2018,0.06681000000000001,153,3.484,0.21028000000000002,0.10419,2016
153,Afghanistan,0.1643,0.38227,,0.31268,0.07112,154,3.36,0.17344,0.11037000000000001,2016
154,Togo,0.34678000000000003,0.28123000000000004,,0.17517,0.11587,155,3.303,0.24811,0.0,2016
155,Syria,0.06912,0.7471899999999999,,0.48396999999999996,0.17232999999999998,156,3.069,0.6299399999999999,0.14866,2016
156,Burundi,0.0432,0.06831,,0.2029,0.09419,157,2.905,0.15747,0.23442,2016
0,Norway,0.635422587394714,1.6164631843566901,,0.36201223731041,0.31596383452415505,1,7.537000179290769,0.796666502952576,1.53352355957031,2017
1,Denmark,0.626006722450256,1.48238301277161,,0.3552804887294771,0.40077006816863997,2,7.52199983596802,0.7925655245780941,1.55112159252167,2017
2,Iceland,0.6271626353263849,1.480633020401,,0.47554022073745705,0.15352655947208402,3,7.50400018692017,0.8335521221160892,1.6105740070343,2017
3,Switzerland,0.620070576667786,1.5649795532226598,,0.29054927825927696,0.36700728535652205,4,7.49399995803833,0.858131289482117,1.51691174507141,2017
4,Finland,0.6179508566856379,1.44357192516327,,0.24548277258873,0.38261154294014,5,7.468999862670901,0.80915766954422,1.5402467250824,2017
5,Netherlands,0.5853844881057739,1.50394463539124,,0.47048982977867104,0.282661825418472,6,7.3769998550415,0.8106961250305179,1.42893922328949,2017
6,Canada,0.611100912094116,1.47920441627502,,0.435539722442627,0.287371516227722,7,7.31599998474121,0.83455765247345,1.48134899139404,2017
7,New Zealand,0.6140621304512021,1.40570604801178,,0.500005125999451,0.38281670212745705,8,7.31400012969971,0.816759705543518,1.54819512367249,2017
8,Sweden,0.612924098968506,1.49438726902008,,0.38539925217628496,0.384398728609085,9,7.28399991989136,0.830875158309937,1.47816216945648,2017
9,Australia,0.601607382297516,1.4844149351120002,,0.47769924998283403,0.301183730363846,10,7.28399991989136,0.84388679265976,1.5100419521331798,2017
10,Israel,0.40598860383033797,1.3753824234008798,,0.330082654953003,0.0852421000599861,11,7.212999820709231,0.83840399980545,1.37628996372223,2017
11,Costa Rica,0.580131649971008,1.10970628261566,,0.21461322903633104,0.100106589496136,12,7.0789999961853,0.7595092654228209,1.4164036512374898,2017
12,Austria,0.567766189575195,1.4870972633361799,,0.316472321748734,0.22106036543846105,13,7.00600004196167,0.8153284192085269,1.4599449634552,2017
13,United States,0.505740523338318,1.54625928401947,,0.392578780651093,0.135638788342476,14,6.993000030517581,0.7742866277694699,1.4199205636978103,2017
14,Ireland,0.5731103420257571,1.5357066392898602,,0.42785832285881,0.29838815331459007,15,6.9770002365112305,0.8097826242446899,1.5582311153411899,2017
15,Germany,0.562511384487152,1.48792338371277,,0.33626917004585305,0.276731938123703,16,6.9510002136230495,0.798950731754303,1.47252035140991,2017
16,Belgium,0.5397707223892211,1.4637807607650801,,0.23150333762168898,0.251343131065369,17,6.89099979400635,0.8180918693542479,1.4623126983642598,2017
17,Luxembourg,0.59662789106369,1.74194359779358,,0.283180981874466,0.31883442401886,18,6.86299991607666,0.845089495182037,1.45758366584778,2017
18,United Kingdom,0.508190035820007,1.44163393974304,,0.492774158716202,0.265428066253662,19,6.71400022506714,0.805335938930511,1.4964600801467902,2017
19,Chile,0.376895278692245,1.25278460979462,,0.3266624212265011,0.0822879821062088,20,6.65199995040894,0.8194797039031979,1.28402495384216,2017
20,United Arab Emirates,0.60834527015686,1.6263433694839498,,0.3609419465065,0.324489563703537,21,6.6479997634887695,0.726798236370087,1.2664102315902699,2017
21,Brazil,0.437453746795654,1.1073532104492199,,0.16234989464282998,0.11109276115894301,22,6.6350002288818395,0.6165523529052729,1.43130600452423,2017
22,Czech Republic,0.49094617366790794,1.35268235206604,,0.0881067588925362,0.0368729270994663,23,6.60900020599365,0.754444003105164,1.4338852167129499,2017
23,Argentina,0.49451920390129106,1.18529546260834,,0.109457060694695,0.05973988771438599,24,6.59899997711182,0.695137083530426,1.44045114517212,2017
24,Mexico,0.412730008363724,1.1531838178634601,,0.12099043279886199,0.132774114608765,25,6.57800006866455,0.709978997707367,1.2108621597290001,2017
25,Singapore,0.549840569496155,1.69227766990662,,0.345965981483459,0.46430778503417997,26,6.57200002670288,0.9494923949241642,1.35381436347961,2017
26,Malta,0.588767051696777,1.34327983856201,,0.5747305750846861,0.153066068887711,27,6.52699995040894,0.821944236755371,1.48841166496277,2017
27,Uruguay,0.5793922543525699,1.2175596952438401,,0.175096929073334,0.17806187272071802,28,6.4539999961853,0.719216823577881,1.4122278690338101,2017
28,Guatemala,0.5313106179237371,0.872001945972443,,0.283488392829895,0.0772232785820961,29,6.4539999961853,0.540239989757538,1.25558519363403,2017
29,Panama,0.550026834011078,1.23374843597412,,0.21055693924427,0.070983923971653,30,6.4520001411438,0.706156134605408,1.3731925487518302,2017
30,France,0.470222115516663,1.43092346191406,,0.129762306809425,0.172502428293228,31,6.44199991226196,0.8444658517837521,1.38777685165405,2017
31,Thailand,0.580200731754303,1.12786877155304,,0.572123110294342,0.0316127352416515,32,6.4239997863769505,0.647239029407501,1.4257924556732198,2017
32,Taiwan Province of China,0.361466586589813,1.4336265325546298,,0.258360475301743,0.0638292357325554,33,6.42199993133545,0.793984234333038,1.38456535339355,2017
33,Spain,0.408781230449677,1.38439786434174,,0.190133571624756,0.0709140971302986,34,6.40299987792969,0.888960599899292,1.53209090232849,2017
34,Qatar,0.604130983352661,1.8707656860351598,,0.33047387003898604,0.43929925560951205,35,6.375,0.7100980877876278,1.27429687976837,2017
35,Colombia,0.47748741507530196,1.07062232494354,,0.14901447296142598,0.0466687418520451,36,6.35699987411499,0.595027923583984,1.4021829366683998,2017
36,Saudi Arabia,0.449750572443008,1.53062355518341,,0.147616013884544,0.27343225479126004,37,6.343999862670901,0.590148329734802,1.28667759895325,2017
37,Trinidad and Tobago,0.518630743026733,1.36135590076447,,0.32529646158218395,0.00896481610834599,38,6.1680002212524405,0.5199832916259771,1.3802285194397,2017
38,Kuwait,0.49633759260177596,1.63295245170593,,0.228289797902107,0.21515955030918102,39,6.10500001907349,0.6321057081222529,1.25969874858856,2017
39,Slovakia,0.295817464590073,1.32539355754852,,0.136544480919838,0.0242108516395092,40,6.09800004959106,0.712732911109924,1.5050592422485398,2017
40,Bahrain,0.536746919155121,1.4884122610092199,,0.17266848683357197,0.257042169570923,41,6.08699989318848,0.653133034706116,1.3231104612350502,2017
41,Malaysia,0.40226498246192893,1.29121541976929,,0.416608929634094,0.0656007081270218,42,6.08400011062622,0.618784427642822,1.28464603424072,2017
42,Nicaragua,0.447551846504211,0.737299203872681,,0.301674216985703,0.130687981843948,43,6.07100009918213,0.6530959606170649,1.28721570968628,2017
43,Ecuador,0.4551981985569,1.00082039833069,,0.15011246502399403,0.140134647488594,44,6.00799989700317,0.685636222362518,1.2861688137054401,2017
44,El Salvador,0.432452529668808,0.9097844958305359,,0.0782579854130745,0.0899809598922729,45,6.002999782562259,0.596018552780151,1.1821250915527302,2017
45,Poland,0.520342111587524,1.29178786277771,,0.158465966582298,0.0593078061938286,46,5.97300004959106,0.699475347995758,1.44571197032928,2017
46,Uzbekistan,0.6582486629486078,0.786441087722778,,0.41598364710807795,0.246528223156929,47,5.97100019454956,0.498272627592087,1.5489691495895401,2017
47,Italy,0.256450712680817,1.3950666189193701,,0.17278964817523998,0.0280280914157629,48,5.96400022506714,0.8531443476676941,1.44492328166962,2017
48,Russia,0.373783111572266,1.28177809715271,,0.0522638224065304,0.0329628810286522,49,5.962999820709231,0.547349333763123,1.46928238868713,2017
49,Belize,0.5475093722343439,0.907975316047668,,0.24001564085483604,0.0965810716152191,50,5.955999851226809,0.45019176602363603,1.0814177989959701,2017
50,Japan,0.505625545978546,1.41691517829895,,0.12057276815175999,0.163760736584663,51,5.92000007629395,0.9134758710861209,1.43633782863617,2017
51,Lithuania,0.234231784939766,1.3145823478698702,,0.010164656676352,0.0118656428530812,52,5.90199995040894,0.62894994020462,1.47351610660553,2017
52,Algeria,0.233335807919502,1.09186446666718,,0.0694366469979286,0.14609611034393302,53,5.872000217437741,0.6175846457481379,1.1462174654007,2017
53,Latvia,0.32570791244506797,1.26074862480164,,0.153074786067009,0.0738427266478539,54,5.849999904632571,0.638566970825195,1.40471494197845,2017
54,South Korea,0.257921665906906,1.40167844295502,,0.206674367189407,0.0632826685905457,55,5.837999820709231,0.900214076042175,1.1282744407653797,2017
55,Moldova,0.24072904884815197,0.7288706302642819,,0.20877912640571603,0.0100912861526012,56,5.837999820709231,0.5894652009010309,1.25182557106018,2017
56,Romania,0.457003742456436,1.21768391132355,,0.133519917726517,0.0043879006989300294,57,5.824999809265139,0.6851583123207089,1.15009129047394,2017
57,Bolivia,0.5587329268455511,0.833756566047668,,0.22556072473526,0.0604777261614799,58,5.82299995422363,0.47363024950027505,1.2276190519332901,2017
58,Turkmenistan,0.41827192902565,1.1307767629623402,,0.24992498755454998,0.25927034020423895,59,5.82200002670288,0.437726080417633,1.49314916133881,2017
59,Kazakhstan,0.43745428323745705,1.2845562696456898,,0.20196442306041698,0.11928288638591802,60,5.8189997673034695,0.6060415506362921,1.3843690156936599,2017
60,North Cyprus,0.47120362520217896,1.3469113111496,,0.266845703125,0.155353352427483,61,5.80999994277954,0.834647238254547,1.18630337715149,2017
61,Slovenia,0.572575807571411,1.3412059545516999,,0.242649093270302,0.0451289787888527,62,5.75799989700317,0.7908282279968258,1.4525188207626298,2017
62,Peru,0.45000287890434293,1.0352252721786501,,0.126819714903831,0.0470490865409374,63,5.71500015258789,0.6301661133766171,1.21877038478851,2017
63,Mauritius,0.491247326135635,1.1893955469131499,,0.360933750867844,0.0421815551817417,64,5.62900018692017,0.6380074620246889,1.20956099033356,2017
64,Cyprus,0.35511153936386103,1.3559380769729599,,0.271254301071167,0.0412379764020443,65,5.62099981307983,0.84471470117569,1.13136327266693,2017
65,Estonia,0.479131430387497,1.3208793401718102,,0.0988908112049103,0.18324892222881303,66,5.61100006103516,0.695168316364288,1.47667109966278,2017
66,Belarus,0.295400261878967,1.15655755996704,,0.15513750910759,0.156313821673393,67,5.5689997673034695,0.6377142667770389,1.4449452161788898,2017
67,Libya,0.465733230113983,1.1018030643463101,,0.15207366645336198,0.0926102101802826,68,5.525000095367429,0.520169019699097,1.3575643301010099,2017
68,Turkey,0.300740599632263,1.1982743740081798,,0.0466930419206619,0.0996715798974037,69,5.5,0.6376056075096129,1.33775317668915,2017
69,Paraguay,0.473507791757584,0.932537317276001,,0.224150657653809,0.091065913438797,70,5.493000030517581,0.579250693321228,1.50728487968445,2017
70,"Hong Kong S.A.R., China",0.490968644618988,1.55167484283447,,0.374465793371201,0.29393374919891396,71,5.47200012207031,0.943062424659729,1.26279091835022,2017
71,Philippines,0.585214674472809,0.85769921541214,,0.193513423204422,0.0993318930268288,72,5.42999982833862,0.46800905466079706,1.25391757488251,2017
72,Serbia,0.20871552824974102,1.06931757926941,,0.22012588381767298,0.0409037806093693,73,5.39499998092651,0.65078467130661,1.2581897974014298,2017
73,Jordan,0.418421149253845,0.9910123944282528,,0.17217046022415197,0.11980327218771002,74,5.33599996566772,0.6045900583267211,1.2390888929367099,2017
74,Hungary,0.17586351931095098,1.2860119342803997,,0.0784016624093056,0.0366369374096394,75,5.32399988174438,0.6877634525299069,1.34313309192657,2017
75,Jamaica,0.474307239055634,0.925579309463501,,0.23381833732128102,0.0552677810192108,76,5.31099987030029,0.6410223841667181,1.3682180643081698,2017
76,Croatia,0.255772292613983,1.22255623340607,,0.248002976179123,0.0431031100451946,77,5.2930002212524405,0.701288521289825,0.9679830074310299,2017
77,Kosovo,0.260287940502167,0.951484382152557,,0.319931447505951,0.0574716180562973,78,5.27899980545044,0.541452050209045,1.1378535032272301,2017
78,China,0.47278770804405196,1.08116579055786,,0.0288068410009146,0.0227942746132612,79,5.2729997634887695,0.741415500640869,1.16083741188049,2017
79,Pakistan,0.23521526157856,0.7268835306167599,,0.31544601917266807,0.12434806674718901,80,5.26900005340576,0.40204778313636796,0.6726906895637509,2017
80,Indonesia,0.443323463201523,0.995538592338562,,0.611704587936401,0.0153171354904771,81,5.26200008392334,0.49234572052955605,1.2744446992874099,2017
81,Venezuela,0.15399712324142498,1.12843120098114,,0.0650196298956871,0.0644911229610443,82,5.25,0.617144227027893,1.43133759498596,2017
82,Montenegro,0.194989055395126,1.12112903594971,,0.197911024093628,0.0881741940975189,83,5.23699998855591,0.6674646735191351,1.23837649822235,2017
83,Morocco,0.408158332109451,0.8781145811080929,,0.0322099551558495,0.0877631828188896,84,5.2350001335144,0.59771066904068,0.774864435195923,2017
84,Azerbaijan,0.39815583825111406,1.1536017656326298,,0.0452693402767181,0.180987507104874,85,5.234000205993651,0.5407757759094239,1.15240025520325,2017
85,Dominican Republic,0.55258983373642,1.07937383651733,,0.186967849731445,0.113945253193378,86,5.230000019073491,0.574873745441437,1.4024167060852097,2017
86,Greece,0.0957312509417534,1.28948748111725,,0.0,0.043289776891470004,87,5.2270002365112305,0.8101989030838009,1.23941457271576,2017
87,Lebanon,0.28851598501205394,1.07498753070831,,0.26445075869560203,0.037513829767704,88,5.22499990463257,0.7350810766220089,1.1296242475509601,2017
88,Portugal,0.498465299606323,1.3151752948761002,,0.0951027125120163,0.0158694516867399,89,5.19500017166138,0.795843541622162,1.36704301834106,2017
89,Bosnia and Herzegovina,0.204403176903725,0.982409417629242,,0.328867495059967,0.0,90,5.18200016021729,0.705186307430267,1.0693359375,2017
90,Honduras,0.348079860210419,0.730573117733002,,0.23618887364864302,0.0733454525470734,91,5.1810002326965305,0.582569479942322,1.14394497871399,2017
91,Macedonia,0.325905978679657,1.06457793712616,,0.25376096367836,0.0602777935564518,92,5.175000190734861,0.644948184490204,1.20789301395416,2017
92,Somalia,0.602126955986023,0.0226431842893362,,0.291631311178207,0.28241032361984303,93,5.151000022888179,0.11398913711309401,0.7211513519287109,2017
93,Vietnam,0.571055591106415,0.7885475754737851,,0.23496805131435397,0.0876332372426987,94,5.07399988174438,0.6521689891815191,1.27749133110046,2017
94,Nigeria,0.394952565431595,0.783756256103516,,0.23094719648361198,0.0261215660721064,95,5.07399988174438,0.0569157302379608,1.21577048301697,2017
95,Tajikistan,0.47156670689582797,0.524713635444641,,0.24899764358997303,0.14637714624404902,96,5.04099988937378,0.5292351245880129,1.27146327495575,2017
96,Bhutan,0.5015376806259161,0.885416388511658,,0.474054545164108,0.17338038980960802,97,5.01100015640259,0.495879292488098,1.3401265144348102,2017
97,Kyrgyzstan,0.454943388700485,0.5962200760841371,,0.42858037352562,0.0394391790032387,98,5.0040001869201705,0.553457796573639,1.39423859119415,2017
98,Nepal,0.44030594825744607,0.479820191860199,,0.39409616589546204,0.0729755461215973,99,4.961999893188481,0.504130780696869,1.17928326129913,2017
99,Mongolia,0.39414396882057207,1.0272358655929599,,0.338464230298996,0.0329022891819477,100,4.95499992370605,0.557783484458923,1.4930112361908001,2017
100,South Africa,0.479246735572815,1.05469870567322,,0.13936237990856198,0.0725094974040985,101,4.8289999961853,0.18708007037639604,1.38478863239288,2017
101,Tunisia,0.289680689573288,1.00726580619812,,0.0496933571994305,0.0867231488227844,102,4.80499982833862,0.613212049007416,0.8683514595031742,2017
102,Palestinian Territories,0.25471106171608,0.716249227523804,,0.114173173904419,0.0892826020717621,103,4.77500009536743,0.565666973590851,1.1556471586227401,2017
103,Egypt,0.28211015462875394,0.989701807498932,,0.128631442785263,0.114381365478039,104,4.7350001335144,0.520187258720398,0.997471392154694,2017
104,Bulgaria,0.28923171758651695,1.1614590883255,,0.113177694380283,0.0110515309497714,105,4.71400022506714,0.708217680454254,1.4343794584274299,2017
105,Sierra Leone,0.318697690963745,0.36842092871666,,0.293040901422501,0.0710951760411263,106,4.70900011062622,0.005564753897488121,0.984136044979095,2017
106,Cameroon,0.430388748645782,0.564305365085602,,0.23629845678806302,0.0513066314160824,107,4.69500017166138,0.132892116904259,0.946018218994141,2017
107,Iran,0.24932260811328896,1.15687310695648,,0.387242913246155,0.048761073499918005,108,4.69199991226196,0.639333188533783,0.7115512490272521,2017
108,Albania,0.381498634815216,0.996192753314972,,0.20131294429302202,0.0398642159998417,109,4.64400005340576,0.731159746646881,0.8036852478981021,2017
109,Bangladesh,0.478356659412384,0.586682975292206,,0.17225535213947304,0.123717859387398,110,4.60799980163574,0.533241033554077,0.735131740570068,2017
110,Namibia,0.520303547382355,0.964434325695038,,0.0771337449550629,0.0931469723582268,111,4.57399988174438,0.33861181139946,1.0984708070755,2017
111,Kenya,0.45276376605033897,0.560479462146759,,0.444860309362411,0.0646413192152977,112,4.55299997329712,0.30998834967613204,1.0679507255554201,2017
112,Mozambique,0.48079109191894503,0.23430564999580397,,0.322228103876114,0.17943638563156103,113,4.550000190734861,0.10665443539619399,0.870701014995575,2017
113,Myanmar,0.514492034912109,0.36711055040359497,,0.8380751609802249,0.188816204667091,114,4.54500007629395,0.397522568702698,1.12323594093323,2017
114,Senegal,0.37792226672172496,0.479309022426605,,0.183468893170357,0.11546044796705199,115,4.53499984741211,0.409362852573395,1.17969191074371,2017
115,Zambia,0.461603492498398,0.6364067792892459,,0.249580144882202,0.0782135501503944,116,4.513999938964839,0.25783589482307395,1.00318729877472,2017
116,Iraq,0.288555532693863,1.1027104854583702,,0.19963726401329,0.10721575468778599,117,4.49700021743774,0.501180469989777,0.978613197803497,2017
117,Gabon,0.31232857704162603,1.1982102394104,,0.0437853783369064,0.0760467872023582,118,4.46500015258789,0.35657858848571794,1.1556202173233001,2017
118,Ethiopia,0.408842742443085,0.339233845472336,,0.31265074014663696,0.16545571386814098,119,4.46000003814697,0.35340970754623396,0.8646692037582401,2017
119,Sri Lanka,0.561213254928589,1.00985014438629,,0.49086356163024897,0.0736539661884308,120,4.44000005722046,0.625130832195282,1.25997638702393,2017
120,Armenia,0.198303267359734,0.900596737861633,,0.0834880918264389,0.0266744215041399,121,4.37599992752075,0.637524425983429,1.00748372077942,2017
121,India,0.469987004995346,0.7922212481498722,,0.23153848946094502,0.0922268852591515,122,4.31500005722046,0.455427616834641,0.754372596740723,2017
122,Mauritania,0.0960980430245399,0.6484572887420649,,0.201870024204254,0.136957004666328,123,4.29199981689453,0.285349279642105,1.2720308303833001,2017
123,Congo (Brazzaville),0.4350258708000179,0.8089642524719242,,0.12085212767124198,0.0796181336045265,124,4.29099988937378,0.28995743393898,0.8320443630218509,2017
124,Georgia,0.309410035610199,0.950612664222717,,0.0540088154375553,0.25166663527488703,125,4.28599977493286,0.649546980857849,0.57061493396759,2017
125,Congo (Kinshasa),0.235961347818375,0.0921023488044739,,0.246455833315849,0.0602413564920425,126,4.2800002098083505,0.191407024860382,1.22902345657349,2017
126,Mali,0.306613743305206,0.476180493831635,,0.183354198932648,0.10497024655342098,127,4.19000005722046,0.16936567425727803,1.2814733982086202,2017
127,Ivory Coast,0.4477061927318571,0.6030489206314089,,0.201237469911575,0.130061775445938,128,4.17999982833862,0.0486421696841717,0.904780030250549,2017
128,Cambodia,0.633375823497772,0.6017650961875921,,0.385922968387604,0.0681059509515762,129,4.1680002212524405,0.429783403873444,1.00623834133148,2017
129,Sudan,0.0149958552792668,0.6595166921615601,,0.182317450642586,0.089847519993782,130,4.138999938964839,0.290920823812485,1.21400856971741,2017
130,Ghana,0.423026293516159,0.667224824428558,,0.25692394375801103,0.0253363698720932,131,4.11999988555908,0.29563772678375205,0.873664736747742,2017
131,Ukraine,0.12297477573156401,0.89465194940567,,0.270061463117599,0.0230294708162546,132,4.09600019454956,0.575903952121735,1.39453756809235,2017
132,Uganda,0.443185955286026,0.381430715322495,,0.32576605677604703,0.057069718837738,133,4.08099985122681,0.21763260662555703,1.12982773780823,2017
133,Burkina Faso,0.32436785101890603,0.35022771358490007,,0.250864684581757,0.12032810598611803,134,4.03200006484985,0.21584425866603896,1.04328000545502,2017
134,Niger,0.36365869641304,0.16192533075809498,,0.22867384552955602,0.13857294619083402,135,4.02799987792969,0.26850500702858,0.993025004863739,2017
135,Malawi,0.466914653778076,0.233442038297653,,0.28717046976089505,0.0727116540074348,136,3.97000002861023,0.315089583396912,0.5125688314437871,2017
136,Chad,0.16234202682972002,0.43801298737525896,,0.21611385047435802,0.0535818822681904,137,3.9360001087188703,0.0411347150802612,0.953855872154236,2017
137,Zimbabwe,0.336384207010269,0.37584653496742204,,0.189143493771553,0.0953753814101219,138,3.875,0.19676375389099102,1.08309590816498,2017
138,Lesotho,0.390661299228668,0.521021246910095,,0.157497271895409,0.119094640016556,139,3.80800008773804,0.0,1.19009518623352,2017
139,Angola,0.0,0.8584281802177429,,0.09792649000883098,0.0697203353047371,140,3.79500007629395,0.0498686656355858,1.1044119596481299,2017
140,Afghanistan,0.106179520487785,0.401477217674255,,0.311870932579041,0.0611578300595284,141,3.7939999103546103,0.18074677884578697,0.581543326377869,2017
